calendar,name,start,end,location,description,fetched_at
Python Events,FOSDEM 2016,2016-01-30 00:00,2016-02-01 00:00,"ULB Campus Solbosch, Brussels, Belgium","<a href=""https://fosdem.org/2016/"">FOSDEM 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,PyConAr 2016,2016-11-25 00:00,2016-11-28 00:00,"Bahia Blanca, Buenos Aires, Argentina","<a href=""http://ar.pycon.org"">PyConAr 2016 - Bahia Blanca, Argentina</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Singapore 2014,2014-06-18 00:00,2014-06-21 00:00,"Singapore Polytechnic (SP), 500 Dover Road, Singapore 139651","<a href=""https://pycon.sg/"">PyCon Singapore 2014</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon DE 2013,2013-10-14 00:00,2013-10-20 00:00,"Cologne, Germany","<a href=""https://2013.de.pycon.org/"">PyCon DE 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,EuroPython 2025,2025-07-14 00:00,2025-07-21 00:00,"Prague, Czech Republic","<a href=""https://ep2025.europython.eu/"">EuroPython 2025</a>...",2025-06-02 01:40:23 UTC
Python Events,Plone Conference 2024,2024-11-25 00:00,2024-12-01 00:00,"Brasilia, Brazil","<a href=""https://2024.ploneconf.org/en"">Plone Conference 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,PythonNordeste 2013,2013-05-24 00:00,2013-05-26 00:00,"Fortaleza, Ceará, Brazil","<a href=""http://pythonnordeste.org/"">PythonNordeste 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,Kiwi PyCon 2017,2017-12-02 00:00,2017-12-04 00:00,"Auckland, New Zealand","<a href=""https://python.nz/"">Kiwi PyCon 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,Kiwi PyCon 2023,2023-09-15 00:00,2023-09-18 00:00,"Waihopai, Invercargill, New Zealand","<a href=""https://kiwipycon.nz/"">Kiwi PyCon 2023</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCascades 2026,2026-03-20 00:00,2026-03-22 00:00,"Vancouver, British Columbia, Canada","<a href=""https://2026.pycascades.com/"">PyCascades 2026</a>...",2025-06-02 01:40:23 UTC
Python Events,RuPy 2012 - Brno Edition,2012-11-16 00:00,2012-11-19 00:00,"Brno, Czech Republic","<a href=""http://rupy.eu/"">RuPy 2012 - Brno Edition</a>...",2025-06-02 01:40:23 UTC
Python Events,Pyjamas Conf 2021,2021-12-04 00:00,2021-12-06 00:00,Online,"<a href=""https://pyjamas.live/"">Pyjamas Conf 2021</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon PL 2018,2018-08-23 00:00,2018-08-27 00:00,"Ossa, Poland","<a href=""https://pl.pycon.org/2018/"">PyCon PL</a>...",2025-06-02 01:40:23 UTC
Python Events,PyDay Asunción,2015-03-28 00:00,2015-03-29 00:00,"Asunción\, Paraguay","<a href=""http://pyday.pythonpy.org/"">PyDay Asunción</a>...",2025-06-02 01:40:23 UTC
Python Events,MoscowPythonConf++,2020-03-27 00:00,2020-03-28 00:00,"Moscow, Russia","<a href=""https://conf.python.ru/en/2020"">MoscowPythonConf++ 2020</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Philippines 2017,2017-02-25 00:00,2017-02-27 00:00,"Cagayan de Oro City, Philippines","<a href=""https://pycon.python.ph"">PyCon Philippines 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,Prague Python Pizza 2024,2024-02-24 00:00,2024-02-25 00:00,"Prague, Czech Republic","<a href=""https://prague.python.pizza/"">Prague Python Pizza 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Uganda,2023-09-21 00:00,2023-09-24 00:00,"Kampala, Uganda","<body><a href=""https://ug.pycon.org/"">PyCon Uganda</a></body>...",2025-06-02 01:40:23 UTC
Python Events,PyCon FR 2012,2012-09-13 00:00,2012-09-17 00:00,"Paris, France","<a href=""http://www.pycon.fr/2012/"">PyCon FR 2012</a>...",2025-06-02 01:40:23 UTC
Python Events,PyGrunn 2014,2014-05-09 00:00,2014-05-10 00:00,"ForumImages, Hereplein 73, 9711 GD Groningen, The Netherlands","<a href=""http://www.pygrunn.org/"">PyGrunn 2014</a>...",2025-06-02 01:40:23 UTC
Python Events,PyOhio 2013,2013-07-27 00:00,2013-07-29 00:00,"Ohio Union, Columbus, OH","<a href=""http://pyohio.org/"">PyOhio 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon APAC 2016,2016-08-13 00:00,2016-08-16 00:00,"Trade Center COEX Samseong 1-dong Gangnam-gu, Seoul, South Korea","<a href=""https://www.pycon.kr/2016apac/"">PyCon APAC 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,PyData London 2015,2015-06-19 00:00,2015-06-22 00:00,"Bloomberg, 39-45 Finsbury Square, London EC2A 1PQ, UK","<a href=""http://london.pydata.org/"">PyData London 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,PyParis 2018,2018-11-14 00:00,2018-11-16 00:00,"Paris, France","<a href=""http://pyparis.org/"">PyParis 2018</a>...",2025-06-02 01:40:23 UTC
Python Events,Howard Community College PyNight,2015-11-13 23:00,2015-11-14 04:00,"Howard Community College,  Duncan Hall, Room 100,  10901 Little Patuxent Parkway,  Columbia, Maryland 21044, USA","<a href=""http://youtu.be/-kZQS2zTj6s/"">Howard Community College PyNight</a>...",2025-06-02 01:40:23 UTC
Python Events,PyData Silicon Valley 2013,2013-03-18 00:00,2013-03-21 00:00,"Santa Clara Convention Center, Santa Clara, CA, USA","<a href=""http://sv2013.pydata.org"">PyData Silicon Valley 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,Python Pizza New Year's Party,2020-12-31 00:00,2021-01-01 00:00,Online,"<a href=""https://hamburg.python.pizza/"">Python Pizza New Year's Party</a>...",2025-06-02 01:40:23 UTC
Python Events,EuroSciPy 2025,2025-08-18 00:00,2025-08-23 00:00,"Kraków, Poland","<a href=""https://euroscipy.org/2025/"">EuroSciPy 2025</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Pakistan,2017-12-16 00:00,2017-12-17 00:00,"Lahore, Pakistan","<a href=""http://pycon.pk/"">PyCon Pakistan</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon India 2013,2013-08-31 00:00,2013-09-02 00:00,"Bangalore, India","<a href=""http://in.pycon.org/2013/"">PyCon India 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Colombia 2025,2025-07-04 00:00,2025-07-07 00:00,"Medellín, Colombia","<a href=""https://2025.pycon.co/#/en""><span style=""color: rgba(0, 0, 0, 0.9); font-family: -apple-system, system-ui, BlinkMacSystemFont, &quot;Segoe UI&quot;, Roboto, &quot;Helvetica Neue&quot;, &quot;...",2025-06-02 01:40:23 UTC
Python Events,SciPy 2013,2013-06-24 00:00,2013-06-30 00:00,"Austin, TX, USA","<a href=""http://conference.scipy.org/scipy2013/"">SciPy 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon ZA 2017,2017-10-04 00:00,2017-10-09 00:00,"The River Club, Liesbeek Pkwy & Observatory Rd, Observatory, Cape Town, 7925, South Africa","<a href=""https://za.pycon.org/"">PyCon ZA 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,PyConDE & PyData Berlin 2019,2019-10-09 00:00,2019-10-12 00:00,"Berlin, Germany","<a href=""https://de.pycon.org"">PyCon DE 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,SciPy India 2014,2014-12-05 00:00,2014-12-08 00:00,"LCH11, IIT Bombay, Powai, Mumbai, India","<a href=""http://www.scipy.in/2014"">SciPy India 2014</a>...",2025-06-02 01:40:23 UTC
Python Events,PyHEP 2022,2022-09-12 00:00,2022-09-17 00:00,Online,"<a href=""https://indico.cern.ch/e/PyHEP2022"">PyHEP 2022</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon SK 2016,2016-03-11 00:00,2016-03-14 00:00,"Faculty of Informatics and Information Technologies STU, Bratislava, Ilkovičova,  842 16 Bratislava 4,  Slovak Republic","<a href=""https://pycon.sk/en/"">PyCon SK 2016<a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon India 2015,2015-10-02 00:00,2015-10-05 00:00,"NIMHANS Convention Centre, Hosur Road, Lakkasandra, Behind Bus Stop, Bengaluru, Karnataka 560030, India","<a href=""https://in.pycon.org/2015/"">PyCon India 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,Kiwi PyCon 2016,2016-09-09 00:00,2016-09-14 00:00,"Dunedin, New Zealand","<a href=""http://kiwi.pycon.org/"">Kiwi PyCon</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon SK 2022,2022-09-09 00:00,2022-09-12 00:00,"Bratislava, Slovakia","<a href=""https://2022.pycon.sk/en/"">PyCon SK 2022</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Ireland 2016,2016-11-05 00:00,2016-11-07 00:00,"Dublin, Ireland","<a href=""https://python.ie/pycon-2016/"">PyCon Ireland 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,PyDays Vienna,2019-05-03 00:00,2019-05-05 00:00,"FH Technikum, Vienna, Austria","<a href=""https://www.pydays.at/"">PyDays Vienna</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Togo 2025,2025-08-23 00:00,2025-08-24 00:00,"Lomé, Togo","<a href=""https://pycontg.pytogo.org/"">PyCon Togo 2025</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Finland 2016,2016-10-31 00:00,2016-11-01 00:00,"Tammasaarenkatu 7, 00180 Helsinki, Finland","<a href=""http://fi.pycon.org/2016/"">PyCon Finland 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,PyData Berlin 2015,2015-05-29 00:00,2015-05-31 00:00,"Betahaus Berlin, Prinzessinnenstraße, Berlin, Germany","<a href=""http://pydata.org/berlin2015/"">PyData Berlin 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon China 2012,2012-10-20 00:00,2012-10-22 00:00,"Shanghai, Beijing, Zhuhai, Xian, Hangzhou, Hefei and Wuhan","<a href=""http://cn.pycon.org"">PyCon China 2012</a> will be held on 2012-10-20 in 7 cities. Include Shanghai (Two days conference), BeiJing (One day conference), Zhuhai, Xian, Hangzhou, Hefei, Wuhan....",2025-06-02 01:40:23 UTC
Python Events,sciwork 2023,2023-12-09 00:00,2023-12-11 00:00,N/A,"<a href=""https://conf.sciwork.dev/"">sciwork 2023</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Canada 2015,2015-11-07 00:00,2015-11-10 00:00,"Bahen Centre for Information Technology, University of Toronto, Toronto, Ontario, Canada","<a href=""https://2015.pycon.ca/"">PyCon Canada 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon DE & PyData Berlin 2024,2024-04-22 00:00,2024-04-25 00:00,"Berlin, Germany","<a href=""https://pycon.de/"">PyCon DE &amp; PyData Berlin 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Turkey,2020-09-26 00:00,2020-09-27 00:00,Online,"<a href=""https://tr.pycon.org/"">PyCon Turkey</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon PL 2012,2012-09-13 00:00,2012-09-17 00:00,"Masłów, Poland","<a href=""http://pl.pycon.org/2012/"">PyCon PL 2012</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon PL 2015,2015-10-15 00:00,2015-10-19 00:00,"Hotel Ossa Congress & Spa, Ossa 1, 96-200 Rawa Mazowiecka, Polska","PyCon PL is a Polish Python conference - one of many PyCons happening around the world. It aims to integrate developers, designers and managers interested in using Python. Such meeting makes a great o...",2025-06-02 01:40:23 UTC
Python Events,PyData Eindhoven 2024,2024-07-11 00:00,2024-07-12 00:00,"Eindhoven, Netherlands","<a href=""https://pydata.org/eindhoven2024/call-for-proposals"">PyData Eindhoven 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon India 2019,2019-10-12 00:00,2019-10-16 00:00,"Chennai, Tamil Nadu, India","<a href=""https://in.pycon.org/2019/"" id=""ow2046"" __is_owner=""true"">PyCon India 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,GeoPython 2025,2025-02-24 00:00,2025-02-27 00:00,"Basel, Switzerland","<span><a href=""https://2025.geopython.net/"">GeoPython 2025</a></span>...",2025-06-02 01:40:23 UTC
Python Events,PyHPC 2016,2016-11-14 00:00,2016-11-15 00:00,"Salt Lake City, Utah, USA","<a href=""http://www.dlr.de/sc/pyhpc2016"">PyHPC 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,Canceled: PyData Cologne 2016,2016-11-28 00:00,2016-12-01 00:00,"Deutsches Zentrum für Luft- und Raumfahrt (DLR), Linder Höhe, 51147 Köln, Germany","<a href=""http://pydata.org/cologne2016/"">PyData Cologne 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Sri Lanka 2022,2022-02-22 00:00,2022-02-23 00:00,Online from Sri Lanka,"<a href=""https://pycon.lk/"">PyCon Sri Lanka 2022</a>...",2025-06-02 01:40:23 UTC
Python Events,PyConChina 2016 (Shenzhen),2016-09-25 00:00,2016-09-26 00:00,"Shenzhen, China","<a href=""http://cn.pycon.org/2016/shenzhen.html"">""PyConChina-ShenZhen"" in
Shenzhen, China</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCascades 2020,2020-02-08 00:00,2020-02-10 00:00,"Portland, Oregon, USA","<a href=""https://2020.pycascades.com”>PyCascades 2020</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCode Conference 2020,2020-12-11 00:00,2020-12-13 00:00,Online,"<a href=""https://pycode-conference.org/"">PyCode Conference 2020</a>...",2025-06-02 01:40:23 UTC
Python Events,FOSDEM 2020: Python Dev Room,2020-02-01 00:00,2020-02-02 00:00,"Brussel, Belgium","<a href=""https://fosdem.org/2020/schedule/track/python/"">FOSDEM Python Dev Room</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Tanzania 2024,2024-12-04 00:00,2024-12-06 00:00,"Dar es Salaam, Tansania","<span><a href=""https://pycon.or.tz/"">Python Tanzania Conference</a></span>...",2025-06-02 01:40:23 UTC
Python Events,PyBay 2022,2022-09-10 00:00,2022-09-11 00:00,"San Francsisco, USA and Online","<body><a href=""https://www.pybay.com/"">PyBay</a></body>...",2025-06-02 01:40:23 UTC
Python Events,PyCon CZ 2017,2017-06-09 00:00,2017-06-12 00:00,"Prague, Czechia","<a href=""https://cz.pycon.org/"">PyCon CZ</a>...",2025-06-02 01:40:23 UTC
Python Events,PyDay Cali 2023,2023-10-21 00:00,2023-10-22 00:00,"Cali, Colombia","<a href=""https://pyday.co/"">PyDay Cali 2023</a>...",2025-06-02 01:40:23 UTC
Python Events,PyBay,2019-08-15 00:00,2019-08-19 00:00,"Mission Bay, San Francisco, CA, USA","<a href=""https://pybay.com/"" id=""ow1890"" __is_owner=""true"">PyBay</a>...",2025-06-02 01:40:23 UTC
Python Events,DjangoCon AU 2019,2019-08-02 00:00,2019-08-03 00:00,"Sydney, Australia","<a href=""https://djangocon.com.au"">DjangoCon AU 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,FrOSCon 2013,2013-08-24 00:00,2013-08-26 00:00,"Sankt Augustin, Germany","<a href=""http://www.froscon.de/en/home/"">FrOSCon 2013</a> - Free and Open Source Software Conference (with Python track)...",2025-06-02 01:40:23 UTC
Python Events,PyCon China 2019 Beijing Branch,2019-10-19 00:00,2019-10-20 00:00,"Beijing, People's Republic of China","<a href=""https://cn.pycon.org/"">PyConChina 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,EuroPython 2023,2023-07-17 00:00,2023-07-24 00:00,"Prague, Czech Republic","<body><a href=""https://ep2023.europython.eu/"">EuroPython 2023</a></body>...",2025-06-02 01:40:23 UTC
Python Events,PyCon APAC 2017,2017-08-26 00:00,2017-08-28 00:00,"Kuala Lumpur, Malaysia","<a href=""https://pycon.my/"">PyCon APAC 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,Python Unconference 2016,2016-09-09 00:00,2016-09-12 00:00,"Hamburg, Germany","<a href=""http://www.pyunconf.de/"">Python Unconference 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,PyBay 2025,2025-10-18 17:00,2025-10-19 02:00,"San Francisco, CA, USA","<a href=""https://pybay.org/"">PyBay 2025</a>...",2025-06-02 01:40:23 UTC
Python Events,Python San Sebastian 2018,2018-10-12 00:00,2018-10-15 00:00,"Kursaal, Zurríola Hiribidea, 1, 20002 Donostia, Gipuzkoa, Spain","&lt;a href=""http://pyss18.pyss.org""&gt;PySS 2018&lt;/a&gt;...",2025-06-02 01:40:23 UTC
Python Events,OSCON 2016,2016-05-16 00:00,2016-05-20 00:00,"Austin, TX, USA","<a href=""http://conferences.oreilly.com/oscon/open-source"">OSCON 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,Python Conference Austria 2025,2025-04-06 00:00,2025-04-08 00:00,"Eisenstadt, Austria","<a href=""https://at.pycon.org/"">Python Conference Austria 2025</a>...",2025-06-02 01:40:23 UTC
Python Events,PythonFOSDEM 2015,2015-01-31 00:00,2015-02-01 00:00,"ULB, Room H.1301 (Cornil), Campus du Solbosch, Av. F. D. Roosevelt 50, 1050 Bruxelles, Belgium","<a href=""https://fosdem.org/2015/schedule/track/python/"">PythonFOSDEM 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,PyData Paris 2024,2024-09-25 00:00,2024-09-27 00:00,"Paris, France","<a href=""https://pydata.org/paris2024/"">PyData Paris 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,SciPyCon Argentina 2014,2014-10-20 00:00,2014-10-25 00:00,"Centro Histórico Cultural, Universidad Nacional del Sur - Rondeau 29, Bahía Blanca, Buenos Aires, Argentina","<a href=""http://scipycon.com.ar/"">SciPyCon Argentina 2014</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Israel 2018,2018-06-04 00:00,2018-06-06 00:00,"Ramat Gan, Israel","<a href=""https://il.pycon.org/2018/"">PyCon Israel 2018</a>...",2025-06-02 01:40:23 UTC
Python Events,PyData London 2017,2017-05-05 00:00,2017-05-08 00:00," Bloomberg No 39/45 Finsbury Square City Gate House, EC2A 1 PQ London, United Kingdom","<a href=""https://pydata.org/london2017/"">PyData London 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Namibia 2019,2019-02-19 00:00,2019-02-22 00:00,"Windhoek, Namibia","<a href=""https://na.pycon.org/"">PyCon Namibia 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCamp Argentina 2015,2015-08-14 00:00,2015-08-18 00:00,"Córdoba, Cordoba, Argentina","<a href=""http://python.org.ar/wiki/PyCamp/2015"">PyCamp Argentina 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Singapore 2013,2013-06-13 00:00,2013-06-16 00:00,Singapore,"<a href=""https://pycon.sg"">PyCon Singapore 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,Kiwi PyCon XI,2022-08-19 00:00,2022-08-22 00:00,"Ōtautahi/Christchurch, Aotearoa/New Zealand","<a href=""https://python.nz/kiwipycon"">Kiwi PyCon XI</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Pakistan 2019,2019-10-12 00:00,2019-10-13 00:00,"Habib University, Karachi, Pakistan","<a href=""http://pycon.pk"">PyCon Pakistan 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,PyHPC 2017: 7th Workshop on Python for High-Performance and Scientific Computing,2017-11-12 00:00,2017-11-13 00:00,"Denver, CO, USA","<a href=""http://www.dlr.de/sc/pyhpc2017“>PyHPC 2017</a>
...",2025-06-02 01:40:23 UTC
Python Events,Caipyra 2019,2019-07-07 00:00,2019-07-11 00:00,"São Carlos, SP, Brazil","<a href=""http://caipyra.python.org.br/"">Caipyra 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,PyDay Chile 2020,2020-12-05 00:00,2020-12-06 00:00,Online (Chile),"<a href=""https://pyday.cl"">PyDay Chile 2020</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Ireland 2017,2017-10-21 00:00,2017-10-23 00:00,"Dublin, Ireland","<a href=""https://pyconie17.python.ie/"">PyCon IE 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Australia 2014,2014-08-01 00:00,2014-08-06 00:00,"Brisbane, Australia","<a href=""http://2014.pycon-au.org"">PyCon Australia 2014</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Sweden,2018-12-12 00:00,2018-12-13 00:00,"Stockholm, Sweden","<a href=""http://www.pycon.se/"">PyCon Sweden</a>...",2025-06-02 01:40:23 UTC
Python Events,"Iran Pycon ""IrPycon""",2015-05-01 00:00,2015-05-02 00:00,"Elm va San'at University , Tehran, Iran","<a href=""http://www.pycon.ir/"">Iran Pycon</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Canada 2016,2016-11-12 00:00,2016-11-14 00:00,"Toronto, Ontario, Canada","<a href=""https://2016.pycon.ca/"">PyCon Canada 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,PyHEP 2024,2024-07-01 00:00,2024-07-05 00:00,Online,"<a href=""https://indico.cern.ch/e/PyHEP2023"">PyHEP 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,Remote Python Pizza,2020-04-25 00:00,2020-04-26 00:00,Online Event,"<a href=""https://remote.python.pizza/"">Remote Python Pizza</a>...",2025-06-02 01:40:23 UTC
Python Events,Makeathon Gujarat,2014-10-18 00:00,2014-10-20 00:00,"CIIE- IIM A, Ahmadabad, Gujarat, India","<a href=""https://www.facebook.com/events/705676506178575/"">Makeathon Gujarat</a>...",2025-06-02 01:40:23 UTC
Python Events,PyHEP 2018,2018-07-07 00:00,2018-07-09 00:00,"Sofia, Bulgaria","<a href=""https://indico.cern.ch/event/694818""><g class=""gr_ gr_3 gr-alert gr_spell gr_inline_cards gr_disable_anim_appear ContextualSpelling ins-del multiReplace"" id=""3"" data-gr-id=""3"">PyHEP</g> 2018<...",2025-06-02 01:40:23 UTC
Python Events,PyOhio 2021,2021-07-31 00:00,2021-08-01 00:00,Online,"<a href=""http://www.pyohio.org/2021"" id=""ow871"" __is_owner=""true"">PyOhio 2021</a>...",2025-06-02 01:40:23 UTC
Python Events,SciPy Japan 2020,2020-10-30 00:00,2020-11-03 00:00,Online,"<a href=""https://www.scipyjapan.scipy.org"" id=""ow473"" __is_owner=""true"">SciPy Japan 2020</a>...",2025-06-02 01:40:23 UTC
Python Events,Swiss Python Summit 2025,2025-10-16 00:00,2025-10-18 00:00,"Rapperswil, Switzerland","<a href=""https://www.python-summit.ch/"">Swiss Python Summit 2025</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Siberia 2016,2016-10-01 00:00,2016-10-03 00:00,"ul. Aerovokzalnaya, 10, Krasnoyarsk, Krasnoyarskiy kray, Russia, 660022","<a href=""http://dev2dev.ru/"">PyCon Siberia 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Israel 2017,2017-06-12 00:00,2017-06-15 00:00,"Wahl Center, Max VeAnna Webb st., Ramat Gan, Israel","<a href=""http://il.pycon.org/"">PyCon Israel</a>...",2025-06-02 01:40:23 UTC
