calendar,name,start,end,location,description,fetched_at
Python Events,DjangoCon Europe 2025,2025-04-23 00:00,2025-04-28 00:00,"Dublin, Ireland","<a href=""https://2025.djangocon.eu/""><span style=""box-sizing: border-box; color: inherit; text-decoration: none; background-color: rgb(255, 255, 255); border-bottom: 1px solid rgb(204, 204, 204); font...",2025-06-02 01:40:23 UTC
Python Events,PyConZA 2023,2023-10-05 00:00,2023-10-07 00:00,"Umhlanga, Durban, South Africa and Online","<body><a href=""https://za.pycon.org/"">PyConZA 2023</a></body>...",2025-06-02 01:40:23 UTC
Python Events,PyCon MEA @ Global DevSlam 2022,2022-10-10 00:00,2022-10-14 00:00,"Dubai, UAE","<a href=""https://globaldevslam.com/"">Global DevSlam</a>...",2025-06-02 01:40:23 UTC
Python Events,PyDataBCN 2017,2017-05-19 00:00,2017-05-22 00:00,"Barcelona, Spain","<a href=""http://pydata.org/barcelona2017/"">PyDataBCN 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,Plone Conference 2016,2016-10-17 00:00,2016-10-24 00:00,"Microsoft New England R&D Center, 1 Memorial Drive, Cambridge, MA 02142, USA","<a href=""https://ploneconf.org/"">Plone Conference 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,Being Pyooneers by GTU Python User Group,2015-04-11 00:00,2015-04-13 00:00,"Building 6, GTU, LD Campus, Ahmedabad, Gujarat. India","<a href=""http://www.meetup.com/gtupython/"" target=""_blank""> Being Pyooners </a>...",2025-06-02 01:40:23 UTC
Python Events,PyCascades 2025,2025-02-08 00:00,2025-02-10 00:00,"Portland, USA","<a href=""https://2025.pycascades.com/"">PyCascades 2025</a>...",2025-06-02 01:40:23 UTC
Python Events,SciPy India 2017,2017-11-29 00:00,2017-12-01 00:00,"LCH, IIT Bombay, Powai, Mumbai, India","<a href=""http://www.scipy.in"">SciPy India 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,PythonCamp 2019 - Cologne,2019-04-13 00:00,2019-04-15 00:00,"GFU Cyrus AG, Am Grauen Stein 27,,51105 Köln, Germany","<a href=""http://pythoncamp.de"">PythonCamp Cologne</a>...",2025-06-02 01:40:23 UTC
Python Events,EARL 2025,2025-10-14 00:00,2025-10-17 00:00,"Brighton, UK","<a href=""https://earl-conference.com/"">EARL 2025</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Finland 2013,2013-10-21 00:00,2013-10-23 00:00,"Otaniemi, Espoo, Finland","<a href=""http://fi.pycon.org/"">PyCon Finland 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon DE & PyData Berlin 2023,2023-04-17 00:00,2023-04-20 00:00,"Berlin, Germany","<body><a href=""https://2023.pycon.de/"">PyCon DE &amp; PyData Berlin 2023</a></body>...",2025-06-02 01:40:23 UTC
Python Events,Kiwi PyCon 2014,2014-09-12 00:00,2014-09-15 00:00,"Wellington, New Zealand","<a href=""http://kiwi.pycon.org/"">Kiwi PyCon 2014</a>...",2025-06-02 01:40:23 UTC
Python Events,EuroSciPy 2024,2024-08-26 00:00,2024-08-31 00:00,"Szczecin, Poland","<a href=""https://www.euroscipy.org/2024/index.html"">EuroSciPy 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon FR 2024,2024-10-31 00:00,2024-11-03 00:00,"Strasbourg, France","<a href=""https://pycon.fr/2024/"">PyCon FR 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,PyData London 2024,2024-06-14 00:00,2024-06-17 00:00,"London, United Kingdom","<a href=""https://pydata.org/london2024/"">PyData London 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,PythonFOSDEM 2017,2017-02-04 00:00,2017-02-06 00:00,"Université Libre de Bruxelles, Franklin Rooseveltlaan 50, 1050 Brussel, Belgium","<a href=""http://python-fosdem.org/"">PythonFOSDEM 2017</a> (FOSDEM Python devroom)...",2025-06-02 01:40:23 UTC
Python Events,PyConChina 2014 BJ/SH/ZH/SZ,2014-11-15 00:00,2014-11-16 00:00,Locations in 4 cities,"Room S201, Teaching Building at Zhongguancun Campus, CAS, Beijing, China
2F No.2 Boyun Road, Pudong, Shanghai Venue: Shanghai, China
Jinshan Software Building, No.8 Lianshan Road, Jingshan road, Xiang...",2025-06-02 01:40:23 UTC
Python Events,PyCon Israel 2016,2016-05-02 00:00,2016-05-04 00:00,"Ayalon Mall, 301 Aba Hilel rd., Ramat Gan, Israel","<a href=""http://il.pycon.org/"">PyCon Israel 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon India 2023,2023-09-29 00:00,2023-10-03 00:00,"Hyderabad, Telangana, India","<a href=""https://in.pycon.org/2023/"">PyCon India 2023</a>...",2025-06-02 01:40:23 UTC
Python Events, Seattle PyCamp 2013,2013-09-09 00:00,2013-09-14 00:00,"Seattle, WA, USA","<a href=""http://trizpug.org/boot-camp/seapy13/"">Seattle PyCamp 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon JP 2024,2024-09-27 00:00,2024-09-30 00:00,"Tokyo , Japan","<a href=""https://2024.pycon.jp/"">PyCon JP 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Balkan,2018-11-16 00:00,2018-11-19 00:00,"Belgrade, Serbia","<span style=""caret-color: rgb(0, 0, 0); color: rgb(0, 0, 0); font-family: Helvetica; font-size: 12px;""><a href=""http://pyconbalkan.com/"">PyCon Balkan</a></span>...",2025-06-02 01:40:23 UTC
Python Events,PyHPC 2012,2012-11-16 15:30,2012-11-16 19:30,"Salt Lake City, Utah, USA","Python for High Performance and Scientific Computing <a href=""http://www.dlr.de/sc/pyhpc2012"">PyHPC 2012</a>...",2025-06-02 01:40:23 UTC
Python Events,Swiss Python Summit 2024,2024-10-17 00:00,2024-10-19 00:00,"Rapperswil, Switzerland","<a href=""https://python-summit.ch"">Swiss Python Summit 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,North Bay Python 2017,2017-12-02 00:00,2017-12-04 00:00,"Petaluma, California, USA","<a href=""http://northbaypython.org/"">North Bay Python</a>...",2025-06-02 01:40:23 UTC
Python Events,Python San Sebastian 2017 (PySS17),2017-10-06 00:00,2017-10-09 00:00,"San Sebastián, Gipuzkoa, Spain","<a href=""http://pyss17.pyss.org"">Python San Sebastian 2017 (PySS17)</a>...",2025-06-02 01:40:23 UTC
Python Events,IndyPy Web Conf 2019,2019-08-23 00:00,2019-08-24 00:00,"Indianapolis, IN, USA","<a href=""https://2019.indypy.org/webconf/"" id=""ow1437"" __is_owner=""true"">IndyPy Web Conf 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Namibia,2025-02-24 00:00,2025-02-28 00:00,"Windhoek, Namibia ","<a href=""https://na.pycon.org/"">PyCon Namibia 2025</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon KyuShu 2018 Fukuoka,2018-06-30 00:00,2018-07-01 00:00,"Fukuoka, Fukuoka Prefecture, Japan","<a href=""http://kyushu.pycon.jp/"">PyCon <g class=""gr_ gr_6 gr-alert gr_spell gr_inline_cards gr_disable_anim_appear ContextualSpelling ins-del multiReplace"" id=""6"" data-gr-id=""6"">KyuShu</g> 2018 Fukuo...",2025-06-02 01:40:23 UTC
Python Events,PyCon APAC 2015,2015-06-05 00:00,2015-06-08 00:00,"Humanities and Social Sciences Building, Academia Sinica, Taipei, Taiwan","<a href=""https://tw.pycon.org/2015apac/en/“>PyCon APAC 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Iran 2022,2022-02-16 00:00,2022-02-19 00:00,N/A,"<a href=""https://ir.pycon.org/?lang=en"">PyCon Iran 2022</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Ireland 2023,2023-11-11 00:00,2023-11-13 00:00,"Dublin, Ireland","<body><a href=""https://python.ie/pycon-2023/"">PyCon Ireland 2023</a></body>...",2025-06-02 01:40:23 UTC
Python Events,SciPy 2023,2023-07-10 00:00,2023-07-17 00:00,"Austin, Texas, USA","<body><a href=""https://www.scipy2023.scipy.org/"">SciPy 2023</a></body>...",2025-06-02 01:40:23 UTC
Python Events,FlaskCon (online) ,2020-07-04 00:00,2020-07-06 00:00,Online,"<a href=""https://flaskcon.com"" id=""ow918"" __is_owner=""true"">flaskcon.com</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon CZ 2020 (canceled),2020-06-05 00:00,2020-06-08 00:00,"Ostrava, Czech Republic","<a href=""https://cz.pycon.org/2020/"">PyCon CZ</a>...",2025-06-02 01:40:23 UTC
Python Events,PyTexas 2019,2019-04-13 00:00,2019-04-15 00:00,"Austin, Texas, USA","<a href=""https://www.pytexas.org/2019/"">PyTexas 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,EuroPython 2019,2019-07-08 00:00,2019-07-15 00:00,"Basel, Switzerland","<a href=""https://www.europython.eu"">EuroPython 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,EuroPython 2024,2024-07-08 00:00,2024-07-15 00:00,"Prague, Czech Republic, and Online","<a href=""https://ep2024.europython.eu/"">EuroPython 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,PyConTW 2016 in Taiwan,2016-06-03 00:00,2016-06-06 00:00,"Academia Sinica, 128 Academia Road, Section 2, Nankang, Taipei 11529, Taiwan ","<a href=""https://tw.pycon.org/2016/en-us/"">PyConTW 2016 in Taiwan</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Australia 2014,2014-08-01 00:00,2014-08-06 00:00,"Brisbane\, Australia","<a href=""http://2014.pycon-au.org"">PyCon Australia 2014</a>...",2025-06-02 01:40:23 UTC
Python Events,DjangoCon Europe 2022,2022-09-21 00:00,2022-09-26 00:00,"Porto, Portugal","<a href=""https://2022.djangocon.eu/"" id=""ow572"" __is_owner=""true"">DjangoCon Europe 2022</a>...",2025-06-02 01:40:23 UTC
Python Events,PyConf Hyderabad 2017,2017-10-07 00:00,2017-10-09 00:00,"IIIT Hyderabad, Gachibowli, Hyderabad, Telangana 500032, India","<a href=""http://pyconf.hydpy.org/"">PyConf Hyderabad</a>...",2025-06-02 01:40:23 UTC
Python Events,Swiss Python Summit,2017-02-17 00:00,2017-02-18 00:00,"Rapperswil, Switzerland","<a href=""http://www.python-summit.ch/"">Swiss Python Summit</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Israel 2022,2022-06-28 00:00,2022-06-30 00:00,"Ramat-Gan, Israel","<a href=""https://pycon.org.il/2022/"">PyCon Israel 2022</a>...",2025-06-02 01:40:23 UTC
Python Events,Moscow Python Conf++ 2019,2019-04-05 00:00,2019-04-06 00:00,"Moscow, Russia","<a href=""http://mpc2019.tilda.ws/"">Moscow Python Conf++ 2019 (EN)</a>...",2025-06-02 01:40:23 UTC
Python Events,PyGotham 2016,2016-07-16 00:00,2016-07-18 00:00,"New York, NY, USA","<a href=""https://2016.pygotham.org/"">PyGotham 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,FOSDEM 2013,2013-02-02 00:00,2013-02-04 00:00,"Brussels, Belgium","<a href=""https://fosdem.org/2013/"">https://fosdem.org/2013/</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Balkan 2019,2019-10-03 00:00,2019-10-06 00:00,"Belgrade, Serbia","<a href=""https://conference.pyconbalkan.com/"">PyCon Balkan 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,pyArkansas 2012,2012-10-27 00:00,2012-10-28 00:00,"Conway, Arkansas","<a href=""http://www.pyarkansas.org/"">pyArkansas 2012</a>...",2025-06-02 01:40:23 UTC
Python Events,GeoPython 2017,2017-05-08 00:00,2017-05-11 00:00,"Basel, Switzerland","<a href=""http://2017.geopython.net/"">GeoPython 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,PyWeek 32,2021-09-19 00:00,2021-09-20 00:00,On line,"<pre><a href=""https://pyweek.org/32/"" id=""ow841"" __is_owner=""true"">PyWeek 32: Game Jam</a></pre>...",2025-06-02 01:40:23 UTC
Python Events,enterPy 2022,2022-10-25 00:00,2022-10-26 00:00,Online,"<body><a href=""https://www.enterpy.de/"">enterPy 2022</a></body>...",2025-06-02 01:40:23 UTC
Python Events,SciPy Latinoamérica,2015-05-20 00:00,2015-05-23 00:00,"Posadas, Misiones, Argentina","<a href=""http://conf.scipyla.org/"">SciPy LA</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Ireland 2024,2024-11-16 00:00,2024-11-18 00:00,"Dublin, Ireland","<a href=""https://python.ie/pycon-2024/"">PyCon Ireland 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,PyDays Vienna 2017,2017-05-05 00:00,2017-05-07 00:00,"FH Technikum Wien, Höchstädtplatz 6, 1200 Vienna, Austria","<a href=""https://pydays.at"">PyDays Vienna</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Ghana 2018,2018-08-10 00:00,2018-08-12 00:00,"Accra, Ghana","<a href=""https://gh.pycon.org/"">PyCon Ghana 2018</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon APAC 2014,2014-05-16 00:00,2014-05-19 00:00,"Academia Sinica, Taipei, Taiwan","<a href=""http://tw.pycon.org/2014apac/en/"">PyCon APAC 2014</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon UA 2017,2017-04-08 00:00,2017-04-10 00:00,"Lviv Arena Stadium, Lviv City, Ukraine","<a href=""https://ua.pycon.org/"">PyCon UA 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon AU 2019,2019-08-02 00:00,2019-08-07 00:00,"Sydney, Australia","<a href=""https://2019.pycon-au.org/"">PyCon AU</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Finland 2015,2015-10-19 00:00,2015-10-20 00:00,"HTC Helsinki Oy, Tammasaarenkatu 7, 00180 Helsinki, Finland","<a href=""http://fi.pycon.org/2015/"">PyCon Finland 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon LT 2015,2015-04-25 00:00,2015-04-26 00:00,"VU MIF lecture hall 103, Naugarduko 24, Vilnius Lithuania","<a href=""http://pycon.lt/"">PyConLT 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,OSCON 2015,2015-07-20 00:00,2015-07-25 00:00,"Oregon Convention Center, 777 NE Martin Luther King, Jr. Blvd., Portland, Oregon 972322, USA","<a href=""http://www.oscon.com/open-source-2015"">OSCON 2015</a>...",2025-06-02 01:40:23 UTC
Python Events,Django Day Copenhagen,2020-09-25 00:00,2020-09-26 00:00,"Online & Copenhagen, Denmark","<a href=""https://djangoday.dk/"">Django Day Copenhagen 2020</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Uruguay 2013,2013-11-01 00:00,2013-11-03 00:00,"Montevideo, Uruguay","<a href=""http://uy.pycon.org/"">PyCon Uruguay 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,PyOhio PyCamp 2013,2013-07-22 00:00,2013-07-27 00:00,"Columbus, OH, USA","<a href=""http://trizpug.org/boot-camp/pyohio13/"">PyOhio PyCamp 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,PyTennessee 2014,2014-02-22 00:00,2014-02-24 00:00,"Nashville School of Law, Nashville, TN, USA","<a href=""http://www.pytennessee.org/"">PyTennessee 2014</a>...",2025-06-02 01:40:23 UTC
Python Events,PiterPy #5,2018-11-02 00:00,2018-11-04 00:00,"Saint Petersburg, St Petersburg, Russia","<a href=""https://piterpy.com/en"">PiterPy #5</a>...",2025-06-02 01:40:23 UTC
Python Events,PyData Global 2021,2021-10-28 00:00,2021-10-31 00:00,Online,"<a href=""https://pydata.org/global2021/"">PyData Global 2021</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Pune 2018,2018-02-08 00:00,2018-02-12 00:00,"Pune, India","<a href=""https://pune.pycon.org/2018/"">PyCon Pune 2018</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Canada 2019,2019-11-16 00:00,2019-11-20 00:00,"Toronto, Canada","<a href=""http://pycon.ca"">PyCon Canada</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon PL 2023,2023-07-29 00:00,2023-08-03 00:00,"Gliwice, Poland","<body><a href=""https://pl.pycon.org/2023/en/"">PyCon PL 2023</a></body>...",2025-06-02 01:40:23 UTC
Python Events,Pyweek games programming contest,2018-10-21 00:00,2018-10-29 00:00,N/A,"<a href=""https://pyweek.org/26/"">Pyweek 26</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Sweden 2024,2024-11-14 00:00,2024-11-16 00:00,"Stockholm, Sweden","<a href=""https://www.pycon.se/"">PyCon Sweden 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Australia 2013,2013-07-05 00:00,2013-07-08 00:00,"Hobart, Australia","<a href=""http://pycon-au.org/"">PyCon Australia 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Namibia 2023,2023-02-21 00:00,2023-02-24 00:00,"Windhoek, Namibia","<a href=""https://na.pycon.org/"" id=""ow813"" __is_owner=""true"">PyCon Namibia 2023</a>...",2025-06-02 01:40:23 UTC
Python Events,PythonCamp Cologne 2016,2016-04-02 00:00,2016-04-04 00:00,"GFU Cyrus AG, Am Grauen Stein 27, 51105 Köln, Germany","<a href=""https://www.barcamptools.eu/pycamp201604"">PythonCamp Cologne 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,EuroPython 2016,2016-07-17 00:00,2016-07-25 00:00,"ECC, Bilbao, Basque Country, Spain","<a href=""http://ep2016.europython.eu/"">EuroPython 2016</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Namibia 2020,2020-02-18 00:00,2020-02-21 00:00,"Windhoek, Namibia","<a href="" https://na.pycon.org/"">PyCon Namibia 2020</a>...",2025-06-02 01:40:23 UTC
Python Events,PythonCamp 2013,2013-05-04 00:00,2013-05-06 00:00,"Cologne, Germany","<a href=""http://www.pythoncamp.de/"">PythonCamp 2013</a> - Ein Barcamp zum Thema Python...",2025-06-02 01:40:23 UTC
Python Events,A Language Creator Discussion Moderated by Carol Willing,2019-04-02 00:00,2019-04-03 00:00,"Seattle, WA 98109, USA","<a href=""http://bdfl-gift.pspython.com"">BDFL Retirement Gift, Language Creator Discussion Moderated by Carol Willing</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCamp Spain 2022,2022-04-15 00:00,2022-04-19 00:00,"Girona, Spain","<a href=""https://pycamp.es/"">PyCamp España</a>...",2025-06-02 01:40:23 UTC
Python Events,Plone Conference 2018,2018-11-05 00:00,2018-11-12 00:00,"Tokyo, Japan","<a href=""https://2018.ploneconf.org/"">Plone Conference 2018</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon US 2022,2022-04-27 00:00,2022-05-06 00:00,"Salt Lake City, Utah, USA","<a href=""https://us.pycon.org/2022/"">PyCon US 2022</a>...",2025-06-02 01:40:23 UTC
Python Events,PyData Tel Aviv 2023,2023-11-14 00:00,2023-11-15 00:00,"Tel Aviv, Israel","<body><a href=""https://pydata.org/telaviv2023"">PyData Tel Aviv 2023</a></body>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Fr,2019-10-31 00:00,2019-11-04 00:00,"Bordeaux, France","<a href=""https://www.pycon.fr/"" id=""ow2430"" __is_owner=""true"">PyCon Fr 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,Pythology: Python on the Blockchain,2018-06-22 00:00,2018-06-23 00:00,"Launch Fishers, 12175 Visionary Way, Fishers, IN 46038, USA","<a href=""https://www.eventbrite.com/e/pythology-one-day-conference-blockchain-tickets-42537283159""><g class=""gr_ gr_9 gr-alert gr_spell gr_inline_cards gr_disable_anim_appear ContextualSpelling ins-de...",2025-06-02 01:40:23 UTC
Python Events,PyWeek Game Jam 39,2025-03-23 00:00,2025-03-31 00:00,Online,"<a href=""https://pyweek.org/39/"">PyWeek Game Jam 39</a>...",2025-06-02 01:40:23 UTC
Python Events,PyConf Hyderabad 2025,2025-02-22 00:00,2025-02-24 00:00,"Hyderabad, Telangana, India","<a href=""https://2025.pyconfhyd.org/"">PyConf Hyderabad 2025</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Namibia 2021,2021-06-18 00:00,2021-06-20 00:00,"Windhoek, Namibia","<a href=""https://na.pycon.org/"" id=""ow796"" __is_owner=""true""><font><span>PyCon Namibia 2021</span></font></a>...",2025-06-02 01:40:23 UTC
Python Events,PyConZA 2013,2013-10-03 00:00,2013-10-05 00:00,"Cape Town, South Africa","<a href=""http://za.pycon.org/"">PyConZA 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,PyConWEB 2017,2017-05-27 00:00,2017-05-29 00:00,"Munich, Germany","<a href=""http://pyconweb.com"">PyConWEB 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,Iranian SciPy Conference,2015-02-20 00:00,2015-02-21 00:00,"Babol, Mazandaran, Iran","<a href=""http://scipy.rayatnia.ir"">Iranian SciPy Conference</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon US 2024,2024-05-15 00:00,2024-05-24 00:00,"Pittsburgh, Pennsylvania, USA","<body><a href=""https://us.pycon.org/"">PyCon US 2024</a></body>...",2025-06-02 01:40:23 UTC
Python Events,World Conference on Data Science & Statistics,2024-06-17 00:00,2024-06-20 00:00,"Amsterdam, Netherlands","<a href=""https://datascience.thepeopleevents.com/"">World Conference on Data Science &amp; Statistics</a>...",2025-06-02 01:40:23 UTC
Python Events,PyGotham 2017,2017-10-06 00:00,2017-10-09 00:00,"New York, NY, USA","<a href=""http://2017.pygotham.org/"">PyGotham 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,EARL 2024,2024-09-04 00:00,2024-09-06 00:00,"Brighton, UK","<a href=""https://datacove.co.uk/earl-2024-tech-conference/"">EARL 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Lithuania 2024,2024-04-02 00:00,2024-04-07 00:00,"Vilnius, Lithuania","<a href=""https://pycon.lt/2024"">PyCon Lithuania 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,9th Conference of Scientific Python Latinamerica,2022-09-26 00:00,2022-09-29 00:00,"Salta, Argentina","<body><a href=""https://pythoncientifico.ar/"">9th Conference of 
Scientific Python Latinamerica</a></body>...",2025-06-02 01:40:23 UTC
Python Events,FOSDEM 2019,2019-02-02 00:00,2019-02-04 00:00,"Brussels, Belgium","<a href=""https://fosdem.org/2019/"">FOSDEM 2019</a> with <a href=""https://fosdem.org/2019/schedule/track/python/"">Python devroom on Sunday</a>...",2025-06-02 01:40:23 UTC
Python Events,Python Nordeste 2025,2025-06-20 00:00,2025-06-23 00:00,"Piauí, Brazil","<a href=""https://2025.pythonnordeste.org/"">Python Nordeste 2025</a>...",2025-06-02 01:40:23 UTC
Python Events,PyData Global 2024,2024-12-03 00:00,2024-12-06 00:00,Online,"<a href=""https://pydata.org/global2024/"">PyData Global 2024</a>...",2025-06-02 01:40:23 UTC
Python Events,FlaskCon 2021 Online,2021-12-01 00:00,2021-12-05 00:00,Online,"<a href=""https://flaskcon.com/y/2021/"">FlaskCon 2021 Online</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Greece 2025,2025-08-29 00:00,2025-08-31 00:00,"Athens, Greece","<a href=""https://2025.pycon.gr/en/"">PyCon Greece 2025</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Lithuania 2025,2025-04-23 00:00,2025-04-26 00:00,"Vilnius, Lithuania","<a href=""https://pycon.lt/""><span style=""box-sizing: border-box; color: inherit; background-color: rgb(255, 255, 255); border-bottom: 1px solid rgb(204, 204, 204); font-family: -apple-system, BlinkMac...",2025-06-02 01:40:23 UTC
Python Events,FOSDEM 2017,2017-02-04 00:00,2017-02-06 00:00,"Université Libre de Bruxelles, Franklin Rooseveltlaan 50, 1050 Brussel, Belgium","<a href=""https://fosdem.org/2017/"">FOSDEM 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,PyOhio 2013,2013-07-27 00:00,2013-07-29 00:00,"Ohio Union\, Columbus\, OH","<a href=""http://pyohio.org/"">PyOhio 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Thailand 2025,2025-10-17 00:00,2025-10-19 00:00,"Bangkok, Thailand","<a href=""https://th.pycon.org/"">PyCon Thailand 2025</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Italia 2020 (cancelled),2020-11-05 00:00,2020-11-09 00:00,"Florence, Italy","<a href=""http://pycon.it/"">PyCon Italia 2020</a>...",2025-06-02 01:40:23 UTC
Python Events,PyChain 2022,2022-11-15 00:00,2022-11-16 00:00,online,"<pre><a href=""https://www.pychain.org/"" id=""ow813"" __is_owner=""true"">PyChain 2022</a></pre>...",2025-06-02 01:40:23 UTC
Python Events,PyData London 2019,2019-07-12 00:00,2019-07-15 00:00,"London, UK","<a href=""https://pydata.org/london2019/"">PyData London 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Russia,2018-07-22 00:00,2018-07-24 00:00,"Gribovka, Kaluga Oblast, Russia","<a href=""http://pycon.ru/2018/en/"">PyConRu</a>...",2025-06-02 01:40:23 UTC
Python Events,EuroPython 2017,2017-07-09 00:00,2017-07-17 00:00,"Rimini, Italy","<a href=""http://ep2017.europython.eu/"">EuroPython 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Poland 2025,2025-08-28 00:00,2025-09-01 00:00,"Gliwice, Poland","<a href=""https://pl.pycon.org/2025/"">PyCon Poland 2025</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Iran 2013,2013-11-01 00:00,2013-11-02 00:00,"Tehran, Iran","<a href=""http://2013.pycon.ir/"">PyCon Iran 2013</a>...",2025-06-02 01:40:23 UTC
Python Events,PiterPy 2019,2019-11-01 00:00,2019-11-02 00:00,"Saint Petersburg, St Petersburg, Russia","<a href=""https://piterpy.com/en"" id=""ow359"" __is_owner=""true"">PiterPy 2019</a>...",2025-06-02 01:40:23 UTC
Python Events,Science Hack Day India 2017,2017-10-13 00:00,2017-10-16 00:00,"Belgaum, India","<a href=""http://sciencehackday.in/"">Science Hack Day India 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,Swiss Python Summit (cancelled),2020-10-23 00:00,2020-10-24 00:00,"Rapperswil, Switzerland","<a href=""https://www.python-summit.ch/"">Swiss Python Summit</a>...",2025-06-02 01:40:23 UTC
Python Events,MUPy 2017,2017-10-21 00:00,2017-10-23 00:00,"Manipal Institute of Technology, Manipal, Karnataka, India","<a href=""http://pypals.org/mupy"">MUPy 2017</a>...",2025-06-02 01:40:23 UTC
Python Events,PythonDay Mexico 2018,2018-11-30 00:00,2018-12-02 00:00,"Guadalajara, Mexico","<a href=""https://www.papercall.io/pydaymx2018"">PythonDay Mexico 2018</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon Estonia,2018-10-04 00:00,2018-10-05 00:00,"Tallinn, Estonia","<a href=""http://pycon.ee"">PyCon Estonia</a>...",2025-06-02 01:40:23 UTC
Python Events,PyTennessee 2018,2018-02-10 00:00,2018-02-12 00:00,"Nashville, TN, USA","<a href=""https://www.pytennessee.org/"">PyTennessee 2018</a>...",2025-06-02 01:40:23 UTC
Python Events,DjangoCon US,2019-09-22 00:00,2019-09-28 00:00,"San Diego, California, USA",<a href=“https://2019.djangocon.us”>DjangoCon US 2019</a>...,2025-06-02 01:40:23 UTC
Python Events,"csv,conf,v8",2024-05-29 00:00,2024-05-31 00:00,"Puebla, Mexico","<a href=""https://csvconf.com/"">csv,conf,v8</a>...",2025-06-02 01:40:23 UTC
Python Events,PyCon CZ 2015,2015-11-14 00:00,2015-11-16 00:00,"VUT FIT, Building D,  Božetěchova 1/2,  612 66 Brno,  Czech Republic","<a href=""http://cz.pycon.org/"">PyCon CZ 2015</a>...",2025-06-02 01:40:23 UTC
